smiles,ScientificName,TCMMedicinesContaining
CC1=C(C=C(C=C1)C(C)C)O,2-methyl-5-propan-2-ylphenol,Origanum vulgare; Thymus vulgaris
CC1=CC(=O)C2=CC=CC=C2C1=O,"2-methylnaphthalene-1,4-dione",Synthetic vitamin K3
C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,"24-methyl-5,7,18,20-tetraoxa-24-azoniahexacyclo[11.11.0.02,10.04,8.014,22.017,21]tetracosa-1(24),2,4(8),9,11,13,15,17(21),22-nonaene",Sanguinaria canadensis; Macleaya cordata
COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)O)C=C1)O,"3,10-dimethoxy-6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline-2,9-diol",Corydalis species
C1CN2C(=NC3=CC=CC=C3C2=O)C4=C1C5=CC=CC=C5N4,"3,13,21-triazapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-1(21),2(10),4,6,8,15,17,19-octaen-14-one",Evodia rutaecarpa (Wu Zhu Yu)
CC(=CC(=O)C(C)(C)C=C)C,"3,3,6-trimethylhepta-1,5-dien-4-one",Artemisia species
C1C(C(OC(=O)C2=CC(=C(C(=C2C3=C(C(=C4C5=C3C(=O)OC6=C(C(=C(C7=C(C(=C(C=C7C(=O)O1)O)O)O)C(=C56)C(=O)O4)O)O)O)O)O)O)O)C8C(OC(=O)C9=CC(=C(C(=C9C1=C(C(=C(C=C1C(=O)O8)O)O)O)O)O)O)C=O)O,"3,4,5,16,17,18-hexahydroxy-8,13-dioxo-11-(3,4,5,11,17,18,19,22,23,34,35-undecahydroxy-8,14,26,31-tetraoxo-9,13,25,32-tetraoxaheptacyclo[25.8.0.02,7.015,20.021,30.024,29.028,33]pentatriaconta-1(35),2,4,6,15,17,19,21,23,27,29,33-dodecaen-10-yl)-9,12-dioxatricyclo[12.4.0.02,7]octadeca-1(18),2,4,6,14,16-hexaene-10-carbaldehyde",Punica granatum (Shi Liu)
C1=C(C=C(C(=C1O)O)O)C(=O)O,"3,4,5-trihydroxybenzoic acid",Phyllanthus emblica (Yu Gan Zi); Galla chinensis (Wu Bei Zi)
C1[C@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC4=C(C(=C(C=C4[C@@H]5[C@@H](CC6=C(C=C(C=C6O5)O)O)O)O)O)C(=O)C(=C3)O)O,"3,4,6-trihydroxy-1,8-bis[(2R,3R)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-2-yl]benzo[7]annulen-5-one",Camellia sinensis (Cha) - fermented
C1=CC(=C(C=C1C(=O)O)O)O,"3,4-dihydroxybenzoic acid",Salvia miltiorrhiza (Dan Shen); Hibiscus sabdariffa
C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,"3,5,7-trihydroxy-2-(3,4,5-trihydroxyphenyl)chromen-4-one",Myrica rubra (Yang Mei); Ampelopsis grossedentata
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,"3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one",Hippophae rhamnoides (Sha Ji); Ginkgo biloba (Yin Xing)
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,"3,5,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",Ginkgo biloba (Yin Xing); Sophora japonica (Huai Hua); Camellia sinensis (Cha)
COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O,"3,5,7-trihydroxy-2-[3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydrochromen-4-one",Silybum marianum (Shui Fei Ji)
C1=CC=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,"3,5,7-trihydroxy-2-phenylchromen-4-one",Alpinia galanga (Gao Liang Jiang); Propolis
C1OC2=C(O1)C3=C4C(=C2)C=CN=C4C(=O)C5=CC=CC=C53,"3,5-dioxa-11-azapentacyclo[10.7.1.02,6.08,20.014,19]icosa-1(20),2(6),7,9,11,14,16,18-octaen-13-one",Liriodendron tulipifera
CC(CCC=C(C)C)CCO,"3,7-dimethyloct-6-en-1-ol",Cymbopogon species; Pelargonium species
CC(CCC=C(C)C)CC=O,"3,7-dimethyloct-6-enal",Cymbopogon species
CC(=CCCC(C)(C=C)O)C,"3,7-dimethylocta-1,6-dien-3-ol",Coriandrum sativum; Lavandula species
CN1C=NC2=C1C(=O)NC(=O)N2C,"3,7-dimethylpurine-2,6-dione",Theobroma cacao; Camellia sinensis (Cha)
COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,"3,9,10-trimethoxy-5,6-dihydroisoquinolino[2,1-b]isoquinolin-7-ium-2-ol",Coptis chinensis (Huang Lian)
C1=CC2=C(C=C1O)C(=CN2)CCN,3-(2-aminoethyl)-1H-indol-5-ol,Various plants; Animal sources
COC1=CC(=CC(=C1O)OC)C=CC(=O)O,"3-(4-hydroxy-3,5-dimethoxyphenyl)prop-2-enoic acid",Brassica species; Hydrastis canadensis
C=CCSSCC=C,3-(prop-2-enyldisulfanyl)prop-1-ene,Allium sativum (Da Suan)
C=CCSSSCC=C,3-(prop-2-enyltrisulfanyl)prop-1-ene,Allium sativum (Da Suan)
C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2C[C@H]([C@@]3([C@@H]4[C@@H](CC[C@@]3(C2)O)[C@]5(CC[C@@H]([C@]5(C[C@H]4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,"3-[(1R,3S,5S,8R,9S,10R,11R,13R,14S,17R)-1,5,11,14-tetrahydroxy-10-(hydroxymethyl)-13-methyl-3-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",Strophanthus gratus
CN1CCC[C@H]1C2=CN=CC=C2,3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,Nicotiana tabacum (Yan Cao)
C1CCN[C@@H](C1)C2=CN=CC=C2,3-[(2S)-piperidin-2-yl]pyridine,Nicotiana glauca
C1C[C@H](NC1)C2=CN=CC=C2,3-[(2S)-pyrrolidin-2-yl]pyridine,Nicotiana tabacum
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H](O4)CO)O)O)O)O,"3-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxy-2-(3,4-dihydroxyphenyl)-5,7-dihydroxychromen-4-one",Polygonum aviculare (Bian Xu)
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,"3-[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-3-[(2R,4S,5S,6R)-5-[(2S,4S,5S,6R)-5-[(2S,4S,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",Digitalis lanata
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5CC[C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)C)C)C)O)O,"3-[(3S,5R,8R,9S,10S,13R,14S,17R)-3-[(2R,4S,5S,6R)-5-[(2S,4S,5S,6R)-5-[(2S,4S,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",Digitalis purpurea (Yang Di Huang)
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C)OC)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O,"3-[(3S,5S,8R,9S,10R,13R,14S,17R)-5,14-dihydroxy-3-[(2R,4S,5R,6R)-4-methoxy-6-methyl-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-10,13-dimethyl-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",Periploca sepium (Xiang Jia Pi)
C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C)OC)O,"3-[(3S,5S,8R,9S,10R,13R,14S,17R)-5,14-dihydroxy-3-[(2R,4S,5R,6R)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-10,13-dimethyl-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",Periploca sepium (Xiang Jia Pi)
CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O,"3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoic acid",Various sources
CCCCC1C2=CC=CC=C2C(=O)O1,3-butyl-3H-2-benzofuran-1-one,Apium graveolens (Qin Cai); Ligusticum chuanxiong
CC1=CC(=O)C(CC1)C(C)C,3-methyl-6-propan-2-ylcyclohex-2-en-1-one,Mentha species
CC1=CC(=O)C(=C(C)C)CC1,3-methyl-6-propan-2-ylidenecyclohex-2-en-1-one,Mentha species
C=CCSS(=O)CC=C,3-prop-2-enylsulfinylsulfanylprop-1-ene,Allium sativum (Da Suan)
CC1=NC=C(C(=C1O)CO)CO,"4,5-bis(hydroxymethyl)-2-methylpyridin-3-ol",Various plant sources
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,"4,5-dihydroxy-9,10-dioxoanthracene-2-carboxylic acid",Rheum palmatum (Da Huang); Cassia angustifolia (Fan Xie Ye)
COC1=C(C2=C(C=C1CC=C)OCO2)OC,"4,5-dimethoxy-6-prop-2-enyl-1,3-benzodioxole",Anethum graveolens
COC1=C(C=C2C(=C1)C(=C3C=COC3=N2)OC)OC,"4,6,7-trimethoxyfuro[2,3-b]quinoline",Orixa japonica
COC1=C(C2=C(C=C1)C(=C3C=COC3=N2)OC)OC,"4,7,8-trimethoxyfuro[2,3-b]quinoline",Skimmia japonica
COC1=C2C(=C(C(=C1)CC=C)OC)OCO2,"4,7-dimethoxy-5-prop-2-enyl-1,3-benzodioxole",Petroselinum crispum; Apium graveolens
COC1=CC2=C(C=C1)C(=C3C=COC3=N2)OC,"4,7-dimethoxyfuro[2,3-b]quinoline",Evodia rutaecarpa (Wu Zhu Yu)
CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,"4,9-dimethoxy-7-methylfuro[3,2-g]chromen-5-one",Ammi visnaga
C1=CC(=CC=C1C(CN)O)O,4-(2-amino-1-hydroxyethyl)phenol,Various sources
C1=CC(=C(C=C1CCN)O)O,"4-(2-aminoethyl)benzene-1,2-diol",Mucuna pruriens (You Mao Li Dou); Various sources
C1=CC(=CC=C1CCN)O,4-(2-aminoethyl)phenol,Various plant sources
C1=CC(=C(C=C1CCO)O)O,"4-(2-hydroxyethyl)benzene-1,2-diol",Olea europaea (Gan Lan)
C1=CC(=CC=C1CCO)O,4-(2-hydroxyethyl)phenol,Olea europaea
CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,"4-(3-methylbut-2-enoxy)furo[3,2-g]chromen-7-one",Angelica dahurica (Bai Zhi)
CC(=O)CCC1=CC(=C(C=C1)O)OC,4-(4-hydroxy-3-methoxyphenyl)butan-2-one,Zingiber officinale (Sheng Jiang)
COC1=CC(=CC(=C1O)OC)C(=O)OCCCCN=C(N)N,"4-(diaminomethylideneamino)butyl 4-hydroxy-3,5-dimethoxybenzoate",Leonurus japonicus (Yi Mu Cao)
C1=CC(=CC=C1CO)O,4-(hydroxymethyl)phenol,Gastrodia elata (Tian Ma)
CNC[C@@H](C1=CC(=C(C=C1)O)O)O,"4-[(1R)-1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol",Ephedra species
C1=CC(=C(C=C1[C@H](CN)O)O)O,"4-[(1R)-2-amino-1-hydroxyethyl]benzene-1,2-diol",Various sources
CC(=CCC/C(=C/COC1=C2C=CC(=O)OC2=CC3=C1C=CO3)/C)C,"4-[(2E)-3,7-dimethylocta-2,6-dienoxy]furo[3,2-g]chromen-7-one",Citrus bergamia
COC1=CC(=CC(=C1O)OC)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC,"4-[(3S,3aR,6S,6aR)-3-(4-hydroxy-3-methoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-2,6-dimethoxyphenol",Various plants
COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@H]([C@H]3CO2)C4=CC(=C(C=C4)O)OC)O,"4-[(3S,3aR,6S,6aR)-6-(4-hydroxy-3-methoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2-methoxyphenol",Eucommia ulmoides (Du Zhong); Forsythia suspensa (Lian Qiao)
C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2-diol",Polygonum cuspidatum (Hu Zhang); Euphorbia lagascae
C1=CC(=C(C=C1O)O)/C=C/C2=CC(=CC(=C2)O)O,"4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,3-diol",Morus alba (Sang Bai Pi)
COC1=CC(=CC(=C1)/C=C/C2=CC=C(C=C2)O)OC,"4-[(E)-2-(3,5-dimethoxyphenyl)ethenyl]phenol",Vitis vinifera; Vaccinium species
COC1=CC(=CC(=C1O)OC)/C=C/CO,"4-[(E)-3-hydroxyprop-1-enyl]-2,6-dimethoxyphenol",Various plants
COC1=C(C=CC(=C1)/C=C/CO)O,4-[(E)-3-hydroxyprop-1-enyl]-2-methoxyphenol,Various plants
CNCC(C1=CC=C(C=C1)O)O,4-[1-hydroxy-2-(methylamino)ethyl]phenol,Citrus aurantium (Zhi Shi)
CN(C)CCC1=CC=C(C=C1)O,4-[2-(dimethylamino)ethyl]phenol,Hordeum vulgare (Da Mai); Various cacti
CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)O,"4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol",Larrea tridentata
COC1=CC(=CC(=C1O)OC)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)O)OC,"4-[6-(4-hydroxy-3,5-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2,6-dimethoxyphenol",Various plants
CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC)OC,"4-[[(1R)-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl]methyl]-2-[4-[[(1R)-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl]methyl]phenoxy]phenol",Menispermum dauricum (Bei Dou Gen)
CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)O)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,"4-[[(1R)-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl]methyl]-2-[[(1R)-1-[(4-hydroxyphenyl)methyl]-6-methoxy-2-methyl-3,4-dihydro-1H-isoquinolin-7-yl]oxy]phenol",Nelumbo nucifera (Lian Zi Xin)
CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC)OC4=C(C=CC(=C4)C[C@@H]5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC,"4-[[(1R)-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl]methyl]-2-[[(1R)-6-methoxy-1-[(4-methoxyphenyl)methyl]-2-methyl-3,4-dihydro-1H-isoquinolin-7-yl]oxy]phenol",Nelumbo nucifera (Lian Zi Xin)
CN1CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)O)OC)OC,"4-[[(1R)-6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl]methyl]phenol",Nelumbo nucifera
CC1([C@@H](O1)COC2=C3C=CC(=O)OC3=CC4=C2C=CO4)C,"4-[[(2S)-3,3-dimethyloxiran-2-yl]methoxy]furo[3,2-g]chromen-7-one",Peucedanum species
COC1=C(C=CC(=C1)C[C@H]2CO[C@@H]([C@H]2CO)C3=CC(=C(C=C3)O)OC)O,"4-[[(3R,4R,5S)-5-(4-hydroxy-3-methoxyphenyl)-4-(hydroxymethyl)oxolan-3-yl]methyl]-2-methoxyphenol",Various plants
COC1=CC(=CC(=C1O)OC)C(=O)O,"4-hydroxy-3,5-dimethoxybenzoic acid",Syzygium aromaticum (Ding Xiang); Citrus species
CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C,"4-hydroxy-3-(3-methylbut-2-enyl)naphthalene-1,2-dione",Tabebuia impetiginosa (Zi Mu)
COC1=C(C=CC(=C1)C(=O)O)O,4-hydroxy-3-methoxybenzoic acid,Gastrodia elata (Tian Ma); Camellia sinensis (Cha)
C1=CC(=CC=C1C=O)O,4-hydroxybenzaldehyde,Gastrodia elata (Tian Ma); Various plants
C1=CC=C2C(=C1)C(=CC(=O)C2=O)O,"4-hydroxynaphthalene-1,2-dione",Lawsonia inermis
CN1C=CC(=C(C1=O)C#N)OC,4-methoxy-1-methyl-2-oxopyridine-3-carbonitrile,Ricinus communis (Bi Ma Zi)
COC1=CC(=CC2=C1OCO2)CC=C,"4-methoxy-6-prop-2-enyl-1,3-benzodioxole",Myristica fragrans (Rou Dou Kou)
CC1=CC(=O)C2=C(O1)C=C3C(=C2OC)C=CO3,"4-methoxy-7-methylfuro[3,2-g]chromen-5-one",Ammi visnaga
CC(=CCOC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)C,"4-methoxy-9-(3-methylbut-2-enoxy)furo[3,2-g]chromen-7-one",Phellodendron species
COC1=C2C=COC2=NC3=CC=CC=C31,"4-methoxyfuro[2,3-b]quinoline",Dictamnus dasycarpus (Bai Xian Pi)
COC1=C2C=CC(=O)OC2=CC3=C1C=CO3,"4-methoxyfuro[3,2-g]chromen-7-one",Citrus bergamia; Various Apiaceae
CC1=CCC(CC1)(C(C)C)O,4-methyl-1-propan-2-ylcyclohex-3-en-1-ol,Melaleuca alternifolia (Hu Jiao Mu)
CC(C)C12CCC(=C)C1C2,4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexane,Juniperus sabina
C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C,"4-oxo-4-[[(1R,4S,5R,8S,9R,10S,12R,13R)-1,5,9-trimethyl-11,14,15,16-tetraoxatetracyclo[10.3.1.04,13.08,13]hexadecan-10-yl]oxy]butanoic acid",Artemisia annua (Qing Hao) - derivative
CC(=C)C1CCC(=CC1)C=O,4-prop-1-en-2-ylcyclohexene-1-carbaldehyde,Perilla frutescens (Zi Su)
CC1=C2C=CN=CC2=C(C3=C1NC4=CC=CC=C43)C,"5,11-dimethyl-6H-pyrido[4,3-b]carbazole",Ochrosia elliptica
CC1C2CCC3C(C2(CC(C4(C1CC(C4(C)C)O)O)O)CC3(C)O)O,"5,5,9,14-tetramethyltetracyclo[11.2.1.01,10.04,8]hexadecane-3,4,6,14,16-pentol",Rhododendron species (Du Juan Hua)
COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,"5,6,7,8-tetramethoxy-2-(4-methoxyphenyl)chromen-4-one",Citrus reticulata (Chen Pi)
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O)O,"5,6,7-trihydroxy-2-(4-hydroxyphenyl)chromen-4-one",Scutellaria baicalensis (Huang Qin)
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C(=C3O)O)O,"5,6,7-trihydroxy-2-phenylchromen-4-one",Scutellaria baicalensis (Huang Qin)
COC1=C(C2=C(C=CO2)C3=C1C=CC(=O)O3)OC,"5,6-dimethoxyfuro[2,3-h]chromen-2-one",Pimpinella species
C1C[N+]2=C(C=C3C=CC4=C(C3=C2)OCO4)C5=CC6=C(C=C51)OCO6,"5,7,17,19-tetraoxa-13-azoniahexacyclo[11.11.0.02,10.04,8.015,23.016,20]tetracosa-1(13),2,4(8),9,14,16(20),21,23-octaene",Coptis chinensis (Huang Lian)
C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)O,"5,7,8-trihydroxy-2-phenylchromen-4-one",Scutellaria baicalensis (Huang Qin)
COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",Astragalus membranaceus (Huang Qi)
C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",Astragalus species; Morus alba
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C(=C3O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O,"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",Crataegus pinnatifida (Shan Zha)
C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,"5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",Crataegus pinnatifida (Shan Zha); Vitex species
C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,"5,7-dihydroxy-2-(4-hydroxyphenyl)chromen-4-one",Chrysanthemum morifolium (Ju Hua); Matricaria chamomilla
COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,"5,7-dihydroxy-2-(4-methoxyphenyl)chromen-4-one",Robinia pseudoacacia; Chrysanthemum species
C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,"5,7-dihydroxy-2-phenylchromen-4-one",Passiflora caerulea; Scutellaria baicalensis (Huang Qin)
COC1=CC(=CC(=C1OC)O)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O,"5,7-dihydroxy-3-(3-hydroxy-4,5-dimethoxyphenyl)-6-methoxychromen-4-one",Iris species
COC1=C(C=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O)O,"5,7-dihydroxy-3-(3-hydroxy-4-methoxyphenyl)chromen-4-one",Trifolium pratense
COC1=C(C2=C(C=C1O)OC=C(C2=O)C3=CC=C(C=C3)O)O,"5,7-dihydroxy-3-(4-hydroxyphenyl)-6-methoxychromen-4-one",Belamcanda chinensis (She Gan)
C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,"5,7-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one",Glycine max (Da Dou); Pueraria lobata (Ge Gen)
COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,"5,7-dihydroxy-3-(4-methoxyphenyl)chromen-4-one",Trifolium pratense; Cicer arietinum
COC1=C(C2=C(C=C1O)OC(=CC2=O)C3=CC=CC=C3)O,"5,7-dihydroxy-6-methoxy-2-phenylchromen-4-one",Scutellaria baicalensis (Huang Qin)
COC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=CC=C3)O)O,"5,7-dihydroxy-8-methoxy-2-phenylchromen-4-one",Scutellaria baicalensis (Huang Qin)
CC(=CC[C@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,"5,8-dihydroxy-2-[(1R)-1-hydroxy-4-methylpent-3-enyl]naphthalene-1,4-dione",Lithospermum erythrorhizon (Zi Cao)
CC(=CC[C@@H](C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,"5,8-dihydroxy-2-[(1S)-1-hydroxy-4-methylpent-3-enyl]naphthalene-1,4-dione",Alkanna tinctoria
C1=CC(=C2C(=O)C=CC(=O)C2=C1O)O,"5,8-dihydroxynaphthalene-1,4-dione",Juglans species
C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@]35[C@H](O5)C[C@@H]4C6=COC(=O)C=C6)C)O,"5-[(1R,2S,4R,6R,7R,10S,11S,14S,16R)-14-hydroxy-7,11-dimethyl-3-oxapentacyclo[8.8.0.02,4.02,7.011,16]octadecan-6-yl]pyran-2-one",Bufo bufo gargarizans (Chan Su)
C1[C@H]2[C@H](CO[C@@H]2C3=CC4=C(C=C3)OCO4)[C@H](O1)C5=CC6=C(C=C5)OCO6,"5-[(3S,3aR,6S,6aR)-3-(1,3-benzodioxol-5-yl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-1,3-benzodioxole",Sesamum indicum (Hei Zhi Ma)
C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2[C@@H](C(=O)[C@]4([C@@]3(CC[C@@H]4C5=COC(=O)C=C5)O)C)O)O,"5-[(3S,5R,8R,9S,10S,11S,13R,14S,17R)-3,11,14-trihydroxy-10,13-dimethyl-12-oxo-2,3,4,5,6,7,8,9,11,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]pyran-2-one",Bufo bufo gargarizans (Chan Su)
