Ligand SMILES	Target Name	IC50 (nM)	PDB ID(s) of Target Chain
CC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(F)cc1	Signal transducer and activator of transcription 3	27700	"3CWG,6NJS,6NUQ,6TLC"
CC(=O)c1nc(cc2c3ccccc3[nH]c12)C(=O)OCCc1c[nH]c2ccccc12	Signal transducer and activator of transcription 3	27880	"6TLC,6NUQ,6NJS,3CWG"
COc1ccc(NC(=O)c2nc(sc2Cc2ccc(OP(O)(O)=O)cc2)-c2ccccc2)cc1	Signal transducer and activator of transcription 3	28000	"6TLC,6NUQ,6NJS,3CWG"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CN(Cc1ccccc1F)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	28000	"3CWG,6NJS,6NUQ,6TLC"
OP(O)(=O)Cc1ccc(cc1)N(Cc1ccc(cc1)C1CCCCC1)C(=O)c1ccc(Oc2ccccc2)cc1	Signal transducer and activator of transcription 3	28400	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1cccc2ccccc12	Signal transducer and activator of transcription 3	28800	"3CWG,6NJS,6NUQ,6TLC"
CN(C)c1cccc2c(cccc12)S(=O)(=O)N(C)CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	28800	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1cnc(F)c(F)c1	Signal transducer and activator of transcription 3	29410	"3CWG,6NJS,6NUQ,6TLC"
CO[C@@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@H]3C[C@H]4[C@@H]([C@H](C)O3)[C@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@H]3O)OC=C4C(=O)OC)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	29700	"3CWG,6NJS,6NUQ,6TLC"
CC(C)(OO)\C=C\C[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]3CC[C@@]21C	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@](C)(C\C=C\C(C)(C)OO)[C@H]3CC[C@]4(C)[C@@H]3[C@H](O)C[C@@H]3[C@@]5(C)C[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]43C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)(OO)\C=C\C[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)C[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)\C=C\C[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)C[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
Cc1nc(NCCc2c[nH]c3ccccc23)nc2ccccc12	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
Cc1nc(NCCN2CCOCC2)nc2ccccc12	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
Cc1nc(Nc2ccccc2)nc2ccccc12	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
Cc1nc(NCc2ccccc2)nc2ccccc12	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
Cc1nc(NCc2ccc3OCOc3c2)nc2ccccc12	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
Cc1nc(Nc2ccccn2)nc2ccccc12	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
Cc1nc(NCc2cccc3ccccc23)nc2ccccc12	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
Cc1nc(NC2CCCCC2)nc2ccccc12	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(CNc2nc(C)c3ccccc3n2)o1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
C1Cc2n[nH]c(c2C1)-c1nnc2SCC(=Nn12)C1CCCCC1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
CCN1C(=S)S\C(=C/c2ccc(o2)-c2ccc(cc2)C(O)=O)C1=O	Signal transducer and activator of transcription 3	30000	"3CWG,6NJS,6NUQ,6TLC"
C1Cc2n[nH]c(c2C1)-c1nnc2SCC(=Nn12)C1CCCCC1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
C1CCC(CC1)C1=Nn2c(SC1)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
C1Cc2n[nH]c(c2C1)-c1nnc2SCC(=Nn12)C1CCCCC1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCNC(=O)c2cc3c(o2)C(=O)c2ccccc2C3=O)C(C)(C)C)cc1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
CN([C@H](CO)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(cc1)C(O)=O)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
CN([C@@H](CC(O)=O)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
CN([C@H](CC(O)=O)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	30000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1cc(F)c(F)cc1F	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
Cc1c(F)c(F)c(c(F)c1F)S(=O)(=O)N1CC[C@@H]1C(=O)N(Cc1cnc(cn1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
C[C@@H](N(C)S(=O)(=O)c1c(F)c(F)c(F)c(F)c1F)C(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc2[nH]ncc2c1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)c(F)c(Cl)c(F)c1F	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1cc(F)c(F)c(F)c1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1ccc(cc1)C#N	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1cccc(c1)C#N	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1ccccc1C#N	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)cc(F)cc1F	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1c(F)cc(F)c(F)c1F	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1cnc(cn1)C1CCCCC1)C(=O)[C@H]1CCN1S(=O)(=O)c1ccc(F)nc1	Signal transducer and activator of transcription 3	20000	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)c1cccc(CN(CC(=O)N(Cc2ccc(cc2)C2CCCCC2)c2ccc(C(O)=O)c(O)c2)S(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)c1	Signal transducer and activator of transcription 3	30800	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	31000	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3cc(Cc4ccc(OC(F)(F)F)cc4)n[nH]3)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	31000	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1Cl)C1=Nn2c(SC1)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	31200	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1CCN)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	31200	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1Cl)C1=Nn2c(SC1)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	31200	"3CWG,6NJS,6NUQ,6TLC"
CC(=O)c1nc(cc2c3ccccc3[nH]c12)C(=O)NCc1ccc(N)cc1	Signal transducer and activator of transcription 3	31860	"6TLC,6NUQ,6NJS,3CWG"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(O)c(c1)C(O)=O)S(=O)(=O)c1ccc(cc1)-c1ccccc1	Signal transducer and activator of transcription 3	32000	"3CWG,6NJS,6NUQ,6TLC"
CCCCCCCc1ccc(CN(C(=O)c2ccccc2)c2ccc(O)c(c2)C(O)=O)cc1	Signal transducer and activator of transcription 3	32000	"3CWG,6NJS,6NUQ,6TLC"
COc1cccc2C3=Nn4c(SC3CCc12)nnc4-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	32000	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3cc(n[nH]3)-c3cccc(Cl)c3)n2N=C1c1ccc(Cl)c(Cl)c1	Signal transducer and activator of transcription 3	32200	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1ccc(cc1O)N(Cc1ccc(cc1)C1CCCCC1)C(=O)CNS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F	Signal transducer and activator of transcription 3	32400	"3CWG,6NJS,6NUQ,6TLC"
CO[C@@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	32500	"3CWG,6NJS,6NUQ,6TLC"
OP(O)(=O)Oc1ccc(Cc2oc(nc2C(=O)Nc2ccc(cc2)C2CCCCC2)-c2ccccc2)cc1	Signal transducer and activator of transcription 3	33000	"6TLC,6NUQ,6NJS,3CWG"
OP(O)(=O)Oc1ccc(Cc2oc(nc2C(=O)Nc2ccc(cc2)C2CCCCC2)-c2ccccc2)cc1	Signal transducer and activator of transcription 3	33000	"3CWG,6NJS,6NUQ,6TLC"
COCCC1Sc2nnc(-c3cc(n[nH]3)-c3ccc(Cl)cc3)n2N=C1c1ccc(OC)cc1	Signal transducer and activator of transcription 3	33200	"3CWG,6NJS,6NUQ,6TLC"
CCCCCCCc1ccc(CN(C(=O)c2cccc(OC)c2)c2ccc(O)c(c2)C(O)=O)cc1	Signal transducer and activator of transcription 3	33300	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1cc(ccc1O)N(Cc1cccc(c1)-c1ccncc1)C(=O)CN(Cc1ccccc1)S(=O)(=O)c1ccc(cc1)-c1ccccc1	Signal transducer and activator of transcription 3	33500	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O	Signal transducer and activator of transcription 3	33900	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc2c(C)nc(Nc3nc(C)cc(O)n3)nc2c1	Signal transducer and activator of transcription 3	33900	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CNCc12	Signal transducer and activator of transcription 3	33900	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1nn(CC(=O)OC(C)(C)C)c2CCCc12	Signal transducer and activator of transcription 3	34100	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)Cn1cnc2c(nc(NC(=O)C3CCCCC3)nc12)N1CCOCC1	Signal transducer and activator of transcription 3	34540	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc2nc(Nc3nc(=O)c(Cc4ccccc4)c(C)[nH]3)nc(C)c2c1	Signal transducer and activator of transcription 3	34700	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1nn(C(=O)OC(C)(C)C)c2CCCc12	Signal transducer and activator of transcription 3	34700	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc2nc(Nc3nc(=O)cc(C)[nH]3)nc(C)c2c1	Signal transducer and activator of transcription 3	34900	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	35000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	35000	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc2nc(cc(-c3nnc(SCC(=O)Nc4ccc(cc4)C(\C)=N/O)n3-c3ccccc3)c2c1)-c1ccc(Cl)cc1	Signal transducer and activator of transcription 3	35200	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1cccc(c1)-c1ccncc1)c1ccc(O)c(c1)C(O)=O)S(=O)(=O)c1ccc(cc1)-c1ccccc1	Signal transducer and activator of transcription 3	35300	"3CWG,6NJS,6NUQ,6TLC"
NC(=O)[C@@H]1Cc2cccc3CC[C@H](NC(=O)\C=C\c4ccc(OP(O)(O)=O)cc4)C(=O)N1c23	Signal transducer and activator of transcription 3	35600	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(\C=C\C(=O)CC(=O)c2ccc(O)c(OC)c2)ccc1O	Signal transducer and activator of transcription 3	35700	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	35900	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	35920	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	35920	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1nn(C(C)=O)c2CCCc12	Signal transducer and activator of transcription 3	37100	"3CWG,6NJS,6NUQ,6TLC"
O=C(CC1Sc2nnc(-c3cc(n[nH]3)-c3ccccc3)n2N=C1c1ccccc1)N1CCCC1	Signal transducer and activator of transcription 3	37300	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(CC[C@H](O)C[C@@H](O)\C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC	Signal transducer and activator of transcription 3	37600	"3CWG,6NJS,6NUQ,6TLC"
C1Cc2n[nH]c(c2C1)-c1nnc2SCC(=Nn12)c1c[nH]c2ccccc12	Signal transducer and activator of transcription 3	38000	"3CWG,6NJS,6NUQ,6TLC"
C1Cc2n[nH]c(c2C1)-c1nnc2SCC(=Nn12)c1c[nH]c2ccccc12	Signal transducer and activator of transcription 3	38000	"3CWG,6NJS,6NUQ,6TLC"
CC1(C)Sc2nnc(-c3cc(n[nH]3)-c3ccc(Cl)cc3)n2N=C1c1ccccc1	Signal transducer and activator of transcription 3	38200	"3CWG,6NJS,6NUQ,6TLC"
CC(=O)c1nc(cc2c3ccccc3[nH]c12)C(=O)NCc1ccc(O)cc1	Signal transducer and activator of transcription 3	38380	"6TLC,6NUQ,6NJS,3CWG"
CCCCCCCCC(=O)O[C@H]1CC\C(C)=C\CC\C(C)=C\C[C@@]2(CC[C@@]1(C)O2)C(C)C	Signal transducer and activator of transcription 3	38660	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)CSc1cc(NS(=O)(=O)c2ccc(cc2)C(O)=O)c2ccccc2c1O	Signal transducer and activator of transcription 3	39000	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3cc(n[nH]3)-c3ccccc3)n2N=C1c1ccc(cc1)N1CCOCC1	Signal transducer and activator of transcription 3	39300	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	40000	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(cc1)C1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	40000	"3CWG,6NJS,6NUQ,6TLC"
COc1cccc(c1)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	40100	"3CWG,6NJS,6NUQ,6TLC"
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2C[C@H]3[C@@H]([C@H](C)O2)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C3C(=O)OC)[C@@H]2[C@@H](C)[C@@H](O)C[C@H]12	Signal transducer and activator of transcription 3	40500	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc2nc(cc(-c3nnc(SCC(=O)Nc4ccc(cc4)C(\C)=N/O)n3-c3ccccc3)c2c1)-c1ccc(Cl)cc1	Signal transducer and activator of transcription 3	40500	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(C)cc1	Signal transducer and activator of transcription 3	41100	"3CWG,6NJS,6NUQ,6TLC"
OP(O)(=O)c1ccc(cc1)N(Cc1ccc(cc1)C1CCCCC1)C(=O)c1ccc(Oc2ccccc2)cc1	Signal transducer and activator of transcription 3	42000	"3CWG,6NJS,6NUQ,6TLC"
CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(=O)c1ccc(cc1)C#N)C(O)=O	Signal transducer and activator of transcription 3	42000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)OCC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1	Signal transducer and activator of transcription 3	43000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)C(N)=O)c1ccc(C(O)=O)c(O)c1)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	43000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(Cl)cc1)c1ccc(O)c(c1)C(O)=O)S(=O)(=O)c1ccc(cc1)-c1ccc(Cl)cc1	Signal transducer and activator of transcription 3	43000	"3CWG,6NJS,6NUQ,6TLC"
CO[C@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO[C@@H]3C[C@H]4[C@@H]([C@H](C)O3)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C4C(=O)OC)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	43000	"3CWG,6NJS,6NUQ,6TLC"
CN(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(O)c(c1)C(O)=O)S(=O)(=O)c1ccc(C)cc1	Signal transducer and activator of transcription 3	45000	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccccn1	Signal transducer and activator of transcription 3	45200	"3CWG,6NJS,6NUQ,6TLC"
CC1(C)Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccccc1	Signal transducer and activator of transcription 3	45600	"3CWG,6NJS,6NUQ,6TLC"
NC(=O)CC[C@H](NC(=O)[C@@H]1CC[C@H]2CC[C@H](NC(=O)\C=C\c3ccc(OP(O)(O)=O)cc3)C(=O)N12)C(=O)NCc1ccccc1	Signal transducer and activator of transcription 3	45700	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1C)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	46100	"3CWG,6NJS,6NUQ,6TLC"
Cc1ccc(cc1)S(=O)(=O)N(CC(=O)N(Cc1ccc(cc1)C1CCCCC1)c1ccc(C(O)=O)c(O)c1)Cc1ccncc1	Signal transducer and activator of transcription 3	46600	"3CWG,6NJS,6NUQ,6TLC"
CO[C@@H]1C[C@H]2[C@@H]([C@H](C)O1)[C@H](O[C@@H]1O[C@H](CO[C@H]3C[C@H]4[C@@H]([C@H](C)O3)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)OC=C4C(=O)OC)[C@@H](O)[C@H](O)[C@H]1O)OC=C2C(=O)OC	Signal transducer and activator of transcription 3	47000	"3CWG,6NJS,6NUQ,6TLC"
CC1Sc2nnc(-c3[nH]nc4CCCc34)n2N=C1c1ccc(F)c(F)c1	Signal transducer and activator of transcription 3	47100	"3CWG,6NJS,6NUQ,6TLC"
OC(=O)c1cc(ccc1O)N(Cc1ccc(Cl)cc1)C(=O)c1ccc(Oc2ccccc2)cc1	Signal transducer and activator of transcription 3	48000	"3CWG,6NJS,6NUQ,6TLC"
COc1ccc(cc1)C1=Nn2c(SC1CCO)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	49200	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(\C=C\C(=O)CC(=O)\C=C\c2cc(CC=C(C)C)c(O)c(OC)c2)cc(CC=C(C)C)c1O	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(CCC(=O)CC(=O)CCc2cc(CCC(C)C)c(O)c(OC)c2)cc(CCC(C)C)c1O	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
COc1cc(\C=C\c2cc(\C=C\c3cc(CC=C(C)C)c(O)c(OC)c3)[nH]n2)cc(CC=C(C)C)c1O	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
CCOc1ccc2nc(Nc3nc(=O)cc(C)[nH]3)nc(C)c2c1	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
Cc1nc(Nc2nc(=O)c(Cc3ccccc3)c(C)[nH]2)nc2cc3OCOc3cc12	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
Cc1cc(=O)nc(Nc2nc(C)c3cc4OCOc4cc3n2)[nH]1	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
Cc1nc(Nc2nc(=O)c(C)c(C)[nH]2)nc2cc3OCOc3cc12	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
C1Cc2n[nH]c(c2C1)-c1nnc2SCC(=Nn12)c1ccncc1	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
C1Sc2nnc(-c3cc(n[nH]3)-c3ccccc3)n2N=C1c1ccncc1	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
Clc1ccc(s1)C1=Nn2c(SC1)nnc2-c1cc(n[nH]1)-c1ccccc1	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
C1Cc2n[nH]c(c2C1)-c1nnc2SCC=Nn12	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
C1Sc2nnc(-c3cc(n[nH]3)-c3ccccc3)n2N=C1	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
CC1=Nn2c(SC1)nnc2-c1[nH]nc2CCCc12	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
CC1=Nn2c(SC1)nnc2-c1cc([nH]n1)-c1ccccc1	Signal transducer and activator of transcription 3	50000	"3CWG,6NJS,6NUQ,6TLC"
