Ligand SMILES	Target Name	IC50 (nM)	Curation/DataSource	PDB ID(s) of Target Chain 1
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccc(N)nc1	ATR Interacting Protein	135	US Patent	5YZ0
Cc1cnc(C)c(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	136	US Patent	5YZ0
Cc1cnc(Cl)c(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	136	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3CCN(CC3)S(C)(=O)=O)c2CN1c1cnc2cn[nH]c2c1	ATR Interacting Protein	138	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3CCN(CC3)S(C)(=O)=O)c2CN1c1cnc2cn[nH]c2c1	ATR Interacting Protein	138	US Patent	5YZ0
CC(C)S(=O)(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	138	US Patent	5YZ0
CC(C)S(=O)(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	138	US Patent	5YZ0
OC1CCN(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	139	US Patent	5YZ0
OC1CCN(CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	139	US Patent	5YZ0
CNC(=O)[C@H]1CCCN(C1)c1ncnc2C[C@@H](C)N(Cc12)c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	140	US Patent	5YZ0
CNC(=O)[C@H]1CCCN(C1)c1ncnc2C[C@@H](C)N(Cc12)c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	140	US Patent	5YZ0
Clc1cc(ccn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	140	US Patent	5YZ0
Clc1cc(ccn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	140	US Patent	5YZ0
CCOC(=O)N=S(C)(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	141	US Patent	5YZ0
CCOC(=O)N=S(C)(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	141	US Patent	5YZ0
FC(F)c1cncc(c1)-c1ccc2ncc3nnc(C4=CCCCCC4)n3c2c1	ATR Interacting Protein	141	ChEMBL	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2cnccc12	ATR Interacting Protein	143	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2cnccc12	ATR Interacting Protein	143	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2cnccc12	ATR Interacting Protein	143	US Patent	5YZ0
COc1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	146	US Patent	5YZ0
COc1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	146	US Patent	5YZ0
CSc1ncc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	149	US Patent	5YZ0
CSc1ncc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	149	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=[S@](C)(=O)C2COC2)nc(n1)-c1ccnc(N)c1	ATR Interacting Protein	153	US Patent	5YZ0
CN(c1ccccc1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	153	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=[S@](C)(=O)C2COC2)nc(n1)-c1ccnc(N)c1	ATR Interacting Protein	153	US Patent	5YZ0
CN(c1ccccc1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	153	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=[S@](C)(=O)C2COC2)nc(n1)-c1ccnc(N)c1	ATR Interacting Protein	153	US Patent	5YZ0
COc1cc(ccn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	154	US Patent	5YZ0
COc1cc(ccn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	154	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc(C)c1C	ATR Interacting Protein	158	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(=O)C1COC1	ATR Interacting Protein	158	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc(C)c1C	ATR Interacting Protein	158	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(=O)C1COC1	ATR Interacting Protein	158	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc(C)c1C	ATR Interacting Protein	158	US Patent	5YZ0
COc1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(=O)C1COC1	ATR Interacting Protein	158	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CCCC(C3)S(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	159	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(N)nc(c1)C(N)=O	ATR Interacting Protein	159	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CCCC(C3)S(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	159	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(C2CCCN(C)C2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	159	US Patent	5YZ0
FC1CCCN(C1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	159	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(N)nc(c1)C(N)=O	ATR Interacting Protein	159	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(C2CCCN(C)C2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	159	US Patent	5YZ0
FC1CCCN(C1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	159	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(N)nc(c1)C(N)=O	ATR Interacting Protein	159	US Patent	5YZ0
Cc1cc(COc2cc(nc3c(nccc23)-c2ccn[nH]2)N2CCOCC2)on1	ATR Interacting Protein	161	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cccc(C)n2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	161	US Patent	5YZ0
Cc1cc(COc2cc(nc3c(nccc23)-c2ccn[nH]2)N2CCOCC2)on1	ATR Interacting Protein	161	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2cccc(C)n2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	161	US Patent	5YZ0
CN1CCC(=CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	162	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCN)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	162	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cccnc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	162	US Patent	5YZ0
CCCN(C)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	162	US Patent	5YZ0
CN1CCC(=CC1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	162	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCN)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	162	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cccnc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	162	US Patent	5YZ0
CCCC(C)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	162	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3CCN(CC3)S(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	163	US Patent	5YZ0
C[C@@H]1Cc2ncnc(C3CCN(CC3)S(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	163	US Patent	5YZ0
CS(=O)(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	163	US Patent	5YZ0
CS(=O)(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	163	US Patent	5YZ0
C[C@H]1CN(CCO1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	168	US Patent	5YZ0
C[C@H]1CN(CCO1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	168	US Patent	5YZ0
CC(C)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	169	US Patent	5YZ0
CC(C)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	169	US Patent	5YZ0
CS(=O)(=O)Cc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	170	US Patent	5YZ0
CS(=O)(=O)Cc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	170	US Patent	5YZ0
Cc1cc(cnc1S(C)(=O)=O)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	173	US Patent	5YZ0
Nc1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	173	US Patent	5YZ0
Cc1cc(cnc1S(C)(=O)=O)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	173	US Patent	5YZ0
Nc1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	173	US Patent	5YZ0
CS(=O)(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	174	US Patent	5YZ0
Clc1cc(Cl)cc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	174	US Patent	5YZ0
C1CC1Nc1ncc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	174	US Patent	5YZ0
CS(=O)(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	174	US Patent	5YZ0
Clc1cc(Cl)cc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	174	US Patent	5YZ0
C1CC1Nc1ncc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	174	US Patent	5YZ0
Cc1cncc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	175	US Patent	5YZ0
Cc1cncc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	175	US Patent	5YZ0
Cc1cc(n[nH]1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	176	US Patent	5YZ0
Clc1cncc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	176	US Patent	5YZ0
Cc1cc(n[nH]1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	176	US Patent	5YZ0
Clc1cncc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	176	US Patent	5YZ0
CS(=N)(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	181	US Patent	5YZ0
COc1ccccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	181	US Patent	5YZ0
CS(=N)(=O)c1cccc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	181	US Patent	5YZ0
COc1ccccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	181	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(N)nc(c1)C#N	ATR Interacting Protein	182	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(N)nc(c1)C#N	ATR Interacting Protein	182	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cc(N)nc(c1)C#N	ATR Interacting Protein	182	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC(C3)C(C)(C)O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	183	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC(C3)C(C)(C)O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	183	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3C[C@@H]4CC[C@H](C3)[C@@H]4NS(=O)(=O)C3CC3)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	184	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3C[C@@H]4CC[C@H](C3)[C@@H]4NS(=O)(=O)C3CC3)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	184	US Patent	5YZ0
C1CC(=CCN1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	185	US Patent	5YZ0
C1CC(=CCN1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	185	US Patent	5YZ0
FC(F)(F)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	188	US Patent	5YZ0
FC(F)(F)c1ccc(cc1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	188	US Patent	5YZ0
COc1cc(OC)cc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	189	US Patent	5YZ0
COc1cc(OC)cc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	189	US Patent	5YZ0
CS(=O)(=O)c1nc(cs1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	190	US Patent	5YZ0
CS(=O)(=O)c1nc(cs1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	190	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cncc3ccccc23)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	191	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cncc3ccccc23)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	191	US Patent	5YZ0
COc1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOC[C@H]1C	ATR Interacting Protein	192	US Patent	5YZ0
COc1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOC[C@H]1C	ATR Interacting Protein	192	US Patent	5YZ0
COC(=O)c1cc(cs1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	194	US Patent	5YZ0
COC(=O)c1cc(cs1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	194	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2ccc(cc12)C#N	ATR Interacting Protein	195	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2ccc(cc12)C#N	ATR Interacting Protein	195	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2ccc(cc12)C#N	ATR Interacting Protein	195	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccncc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	196	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2ccncc2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	196	US Patent	5YZ0
FC(F)c1cncc(c1)-c1ccc2ncc3[nH]nc(C4CCOCC4)c3c2c1	ATR Interacting Protein	197	ChEMBL	5YZ0
CCOc1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	199	US Patent	5YZ0
CCOc1ccc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	199	US Patent	5YZ0
Cc1cc(COc2cc(nc3c(nccc23)-c2ccn[nH]2)N2CCOCC2)no1	ATR Interacting Protein	200	US Patent	5YZ0
Cc1cc(COc2cc(nc3c(nccc23)-c2ccn[nH]2)N2CCOCC2)no1	ATR Interacting Protein	200	US Patent	5YZ0
CNC(=O)c1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	205	US Patent	5YZ0
CC(C)(O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	205	US Patent	5YZ0
CNC(=O)c1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	205	US Patent	5YZ0
CC(C)(O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	205	US Patent	5YZ0
CNC(=O)c1cc(cc(N)n1)-c1nc(cc(n1)N1CCOC[C@H]1C)N=S(C)(C)=O	ATR Interacting Protein	205	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc(N)c1	ATR Interacting Protein	207	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc(N)c1	ATR Interacting Protein	207	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc(N)c1	ATR Interacting Protein	207	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cccnc1	ATR Interacting Protein	208	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cccnc1	ATR Interacting Protein	208	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cccnc1	ATR Interacting Protein	208	US Patent	5YZ0
C1CC2COCC1N2c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	213	US Patent	5YZ0
C1CC2COCC1N2c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	213	US Patent	5YZ0
Cn1cc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	215	US Patent	5YZ0
Cn1cc(cn1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	215	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc(C)c1	ATR Interacting Protein	218	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cc[nH]n2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	218	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc(C)c1	ATR Interacting Protein	218	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cc[nH]n2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	218	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc(C)c1	ATR Interacting Protein	218	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N2CCCC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	221	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N2CCCC2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	221	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC(C3)S(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	223	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC(C3)S(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	223	US Patent	5YZ0
O=C1CN(CCN1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	223	US Patent	5YZ0
O=C1CN(CCN1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	223	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ncccc2C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	224	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(-c2ncccc2C)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	224	US Patent	5YZ0
C1CC1c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	228	US Patent	5YZ0
C1CC1c1cc(nc2c(nccc12)-c1cc[nH]n1)N1CCOCC1	ATR Interacting Protein	228	US Patent	5YZ0
CC(C)Oc1cc(nc2c(nccc12)-c1ccc[nH]1)N1CCOCC1	ATR Interacting Protein	230	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCCN)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	230	US Patent	5YZ0
CC(C)Oc1cc(nc2c(nccc12)-c1ccc[nH]1)N1CCOCC1	ATR Interacting Protein	230	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCCN)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	230	US Patent	5YZ0
CC(C)Sc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	231	US Patent	5YZ0
CC(C)Sc1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	231	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2cnccc12	ATR Interacting Protein	233	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2cnccc12	ATR Interacting Protein	233	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-n1cnc2cnccc12	ATR Interacting Protein	233	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC[C@H](C3)S(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	237	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC[C@H](C3)S(C)(=O)=O)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	237	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)c2ccccc2O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	237	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(=O)c2ccccc2O)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	237	US Patent	5YZ0
CCOc1ncccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	239	US Patent	5YZ0
CCOc1ncccc1-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	239	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cc3ccccc3s2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	241	US Patent	5YZ0
CN(c1cccc(F)c1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	241	US Patent	5YZ0
C1CN(CCO1)c1cc(-c2cc3ccccc3s2)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	241	US Patent	5YZ0
CN(c1cccc(F)c1)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	241	US Patent	5YZ0
COc1cncc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	242	US Patent	5YZ0
COc1cncc(c1)-c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	242	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cccc2nccn12	ATR Interacting Protein	244	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cccc2nccn12	ATR Interacting Protein	244	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1cccc2nccn12	ATR Interacting Protein	244	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCN)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	245	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(OCCCN)c2ccnc(-c3ccn[nH]3)c2n1	ATR Interacting Protein	245	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CCC(O)(CC3)C3CC3)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	246	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC(C3)C#N)c2CN1c1ccnc2[nH]ccc12	ATR Interacting Protein	246	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]c(C)nc12	ATR Interacting Protein	246	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CCC(O)(CC3)C3CC3)c2CN1c1cc(Cl)nc2[nH]ccc12	ATR Interacting Protein	246	US Patent	5YZ0
C[C@@H]1Cc2ncnc(N3CC(C3)C#N)c2CN1c1ccnc2[nH]ccc12	ATR Interacting Protein	246	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]c(C)nc12	ATR Interacting Protein	246	US Patent	5YZ0
C[C@@H]1COCCN1c1cc(N=S(C)(C)=O)nc(n1)-c1ccnc2[nH]c(C)nc12	ATR Interacting Protein	246	US Patent	5YZ0
CP(C)(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	250	US Patent	5YZ0
CP(C)(=O)c1cc(nc2c(nccc12)-c1ccn[nH]1)N1CCOCC1	ATR Interacting Protein	250	US Patent	5YZ0
