Ligand SMILES	Target Name	IC50 (nM)	Curation/DataSource	PDB ID(s) of Target Chain	UniProt (TrEMBL) Primary ID of Target Chain	UniProt (TrEMBL) Secondary ID(s) of Target Chain	UniProt (TrEMBL) Alternative ID(s) of Target Chain
COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)-c3cnn(c3)C3CCNCC3)cc2OC)cn1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)-c3cnn(C)c3)cc2OC)cc1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)-c3ccc(nc3)P(C)(C)=O)cc2OC)cc1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)-c3cnn(c3)C3CCNCC3)cc2OC)cn1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)-c3ccncc3)cc2OC)cn1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CNC(=O)c1cc(Oc2ccc3nc(N[C@H]4CCCC[C@@H]4O)sc3c2)ccn1	Colony Stimulating?Factor?1	2	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCC(=O)N1CC[C@@H](C1)N1C(=O)N(Cc2cnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)nc12)c1cc(OC)ccc1F	Colony Stimulating?Factor?1	2	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cc1nn(Cc2cccc(C)n2)c2cccc(NC(=O)c3csc4c(N)ncnc34)c12	Colony Stimulating?Factor?1	2	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13	Colony Stimulating?Factor?1	2	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(OCc2ccnc(N)n2)c(Cl)c2sc(N[C@H]3CCCC[C@@H]3O)nc12	Colony Stimulating?Factor?1	2	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Nc1nccc(COc2ccc3nc(N[C@H]4CCCC[C@@H]4O)sc3c2)c1Cl	Colony Stimulating?Factor?1	2	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Cc2cnc3cc(cnn23)C#CC(C)(C)N)cc2OCC(Oc12)c1ccc(OC(F)F)cc1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CCOc1ccc(cn1)C1COc2cc(Cc3c[nH]c4ncccc34)cc(OC)c2O1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc3CNCCc3c2)ncc1F	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3c(N)nc4cc(ccc34)-c3cnn(C)c3)cc2OC)cc1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3c(N)nc4cc(ccc34)-c3ccncc3)cc2OC)cc1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(ccc34)-c3cnn(c3)C3CCNCC3)cc2OC)cn1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)-c3cnn(C)c3)cc2OC)cc1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)-c3ccc(nc3)P(C)(C)=O)cc2OC)cc1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)-c3cnn(c3)C3CCNCC3)cc2OC)cn1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)-c3ccncc3)cc2OC)cn1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Cc1[nH]c(\C=C2/C(=O)Nc3cc(NC(=O)Nc4cc(on4)C(C)(C)C)ccc23)c(C)c1NC(=O)C1CCCCN1	Colony Stimulating?Factor?1	2	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cc1nc(ccc1Oc1ccnc(c1)-c1cnn(C)c1)-c1cnc(NC2CC2)n(C)c1=O	Colony Stimulating?Factor?1	2	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC(=O)N1CC2(C1)CCN(C(=O)Nc1ccc(Oc3ccnc(c3)-c3cnn(C)c3)cn1)C2=O	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
Cn1cc(cn1)-c1cc(Oc2cnc3O[C@H](COc3c2)c2ccc(nc2)C2CC2)ccn1	Colony Stimulating?Factor?1	2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COCCOc1ccc(cc1)-c1cc2c(ncnc2[nH]1)N(C)Cc1ccccc1	Colony Stimulating?Factor?1	2	ChEMBL	"4LIQ,6T2W,4DKD"			
CCc1ccc(cc1)-c1c(-c2c[nH]c(C)n2)c(=O)[nH]c2ccc(Cl)cc12	Colony Stimulating?Factor?1	2.1	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COCCN(C)C(C)(C)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1	Colony Stimulating?Factor?1	2.1	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)CCOC(C)(C)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1	Colony Stimulating?Factor?1	2.1	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCC(=O)N1CC[C@@H](C1)N1C(=O)N(Cc2cnc(Nc3ccc(N4CCN(C)CC4)c(C)c3)nc12)c1cc(OC)ccc1Cl	Colony Stimulating?Factor?1	2.1	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN1CCN(CC(=O)Nc2c(C)[nH]c(\C=C3/C(=O)Nc4cc(NC(=O)Nc5cc(on5)C(C)(C)C)ccc34)c2C)CC1	Colony Stimulating?Factor?1	2.1	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cn1cc(cn1)-c1cc(Oc2ccc(NC(=O)N3CCC4(CCCCC4F)C3=O)nc2)ccn1	Colony Stimulating?Factor?1	2.1	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN(Cc1ccccc1)c1ncnc2[nH]c(cc12)-c1ccc(F)c(CO)c1	Colony Stimulating?Factor?1	2.1	ChEMBL	"4LIQ,6T2W,4DKD"			
CONC(=O)c1cn(-c2ccc3CCCc3c2)c2nc(Nc3ccc(cc3)C3CCN(CC(O)=O)CC3)ncc2c1=O	Colony Stimulating?Factor?1	2.2	Curated from the literature by BindingDB	"4LIQ,6T2W,4DKD"			
CC1(C)CCC(=CC1)c1cc(ccc1NC(=O)c1nc(c[nH]1)C#N)C1(O)CC2CCC(C1)O2	Colony Stimulating?Factor?1	2.2	US Patent	4EXP			
CC1(C)CCC(=CC1)c1cc(ccc1NC(=O)c1ncc([nH]1)C#N)C(N)=O	Colony Stimulating?Factor?1	2.2	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)Nc1ncc(-c2ccc(Oc3ccnc(c3)-c3cnn(C)c3)c(C)n2)c(=O)n1C	Colony Stimulating?Factor?1	2.2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1	Colony Stimulating?Factor?1	2.2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1nc(ccc1NC(=O)c1nc(c[nH]1)C#N)[C@@H]1CC(C)(C)O[C@@](C)(C1)C(O)=O	Colony Stimulating?Factor?1	2.2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1nc(ccc1NC(=O)c1nc(c[nH]1)C#N)[C@@H]1CC(C)(C)O[C@@](C)(C1)C(O)=O	Colony Stimulating?Factor?1	2.2	US Patent				
CC1(C)CCC(=CC1)c1nc(ccc1NC(=O)c1nc(c[nH]1)C#N)[C@@H]1CC(C)(C)O[C@@](C)(C1)C(O)=O	Colony Stimulating?Factor?1	2.2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1nc(ccc1NC(=O)c1nc(c[nH]1)C#N)[C@@H]1CC(C)(C)O[C@@](C)(C1)C(O)=O	Colony Stimulating?Factor?1	2.2	US Patent				
CC1(C)CCC(=CC1)c1nc(ccc1NC(=O)c1nc(c[nH]1)C#N)[C@@H]1CC(C)(C)O[C@@](C)(C1)C(O)=O	Colony Stimulating?Factor?1	2.2	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1nc(ccc1NC(=O)c1nc(c[nH]1)C#N)[C@@H]1CC(C)(C)O[C@@](C)(C1)C(O)=O	Colony Stimulating?Factor?1	2.2	US Patent				
Cc1[nH]c(\C=C2/C(=O)Nc3cc(NC(=O)Nc4cc(on4)C(C)(C)C)ccc23)c(C)c1NC(=O)C1CCCNC1	Colony Stimulating?Factor?1	2.2	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(Cc1ccncc1)c1ncnc2[nH]c(nc12)-c1ccc(CO)cc1	Colony Stimulating?Factor?1	2.2	ChEMBL	"4LIQ,6T2W,4DKD"			
CCN1Cc2c(O[C@@H](C)COC(=O)c3c(N)nn4ccc1nc34)ccc(F)c2C#N	Colony Stimulating?Factor?1	2.2	US Patent	"4LIQ,6T2W,4DKD"			
Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12	Colony Stimulating?Factor?1	2.22	US Patent	"4LIQ,6T2W,4DKD"			
OC[C@@H](O)C(=O)N1CCC(CC1)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	2.3	ChEMBL	4EXP			
CC1(C)CCC(=CC1)c1cc(ccc1NC(=O)c1nc(c[nH]1)C#N)C1(O)CCCC1	Colony Stimulating?Factor?1	2.3	US Patent	4EXP			
CN1CCN(CC1)C(C)(C)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1	Colony Stimulating?Factor?1	2.3	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1cc(ccc1NC(=O)c1ncc([nH]1)C#N)S(C)(=O)=O	Colony Stimulating?Factor?1	2.3	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
O=C(Nc1ccc(cc1C1=CCCCC1)-c1cccnc1)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	2.3	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
O=C(Nc1ccc(cc1C1=CCCCC1)C1CNC(=O)NC1)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	2.3	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCCNCCC(=O)Nc1c(C)[nH]c(\C=C2/C(=O)Nc3cc(NC(=O)Nc4cc(on4)C(C)(C)C)ccc23)c1C	Colony Stimulating?Factor?1	2.3	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cn1cc(cn1)-c1cc(Oc2ccc(NC(=O)N3CCC4(CCCC4(F)F)C3=O)nc2)ccn1	Colony Stimulating?Factor?1	2.3	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN(Cc1ccccc1F)c1ncnc2[nH]c(nc12)-c1ccc(CO)cc1	Colony Stimulating?Factor?1	2.3	ChEMBL	"4LIQ,6T2W,4DKD"			
CN(Cc1ccccc1O)c1ncnc2[nH]c(nc12)-c1ccc(CO)cc1	Colony Stimulating?Factor?1	2.3	ChEMBL	"4LIQ,6T2W,4DKD"			
O=C(Nc1ccc(cc1C1=CCCCC1)C1CCN(Cc2ccccn2)CC1)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	2.4	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC(=O)N1CCC(CC1)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	2.4	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CONC(=O)c1cn(-c2ccc3CCCc3c2)c2nc(Nc3ccc(CCS(=O)(=O)NC(C)=O)cc3)ncc2c1=O	Colony Stimulating?Factor?1	2.4	Curated from the literature by BindingDB	"4LIQ,6T2W,4DKD"			
CC1(C)CCC(=CC1)c1cc(CC(=O)NCCCO)ccc1NC(=O)c1ncc([nH]1)C#N |c:5|	Colony Stimulating?Factor?1	2.4	US Patent	4EXP			
CC1(C)CCC(=CC1)c1cc(ccc1NC(=O)c1nc(c[nH]1)C#N)C1(O)CC(C)(C)OC(C)(C)C1	Colony Stimulating?Factor?1	2.4	US Patent	4EXP			
NS(=O)(=O)CCc1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	2.4	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1cc(CC(=O)NCCCO)ccc1NC(=O)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	2.4	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cc1ccc(cc1C#Cc1cc(cnc1N)-c1cnn(C)c1)C(=O)Nc1cccc(c1)C(F)(F)F	Colony Stimulating?Factor?1	2.4	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Nc1nccc(COc2ccc3nc(N[C@@H]4CCCC[C@@H]4O)sc3c2)c1Cl	Colony Stimulating?Factor?1	2.4	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cc1ccc(cc1C#Cc1cc(cnc1N)-c1cnn(C)c1)C(=O)Nc1cccc(c1)C(F)(F)F	Colony Stimulating?Factor?1	2.4	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(Cc1ccc(C)cc1)c1ncnc2[nH]c(cc12)-c1ccc(CO)cc1	Colony Stimulating?Factor?1	2.4	ChEMBL	"4LIQ,6T2W,4DKD"			
CNc1ccc(c2CNC(=O)c12)-c1cnc(Nc2cnc(OC3CC3)nc2)cc1C	Colony Stimulating?Factor?1	2.49	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
O=C(Cc1ccccn1)N1CCC(CC1)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	2.5	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1cc(ccc1NC(=O)c1ncc([nH]1)C#N)C(O)C(O)=O |c:5|	Colony Stimulating?Factor?1	2.5	US Patent	4EXP			
CCc1ccc(cc1)-c1c(-c2c[nH]c(C)n2)c(=O)[nH]c2ccc(cc12)C#N	Colony Stimulating?Factor?1	2.5	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1cc(ccc1NC(=O)c1ncc([nH]1)C#N)C1CNC(NC1)=NC#N	Colony Stimulating?Factor?1	2.5	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CC1(C)CCC(=CC1)c1nc(ccc1NC(=O)c1nc(c[nH]1)C#N)[C@H]1CC(C)(C)O[C@](C)(C1)C(O)=O	Colony Stimulating?Factor?1	2.5	US Patent				
CC1(C)CCC(=CC1)c1nc(ccc1NC(=O)c1nc(c[nH]1)C#N)[C@H]1CC(C)(C)O[C@](C)(C1)C(O)=O	Colony Stimulating?Factor?1	2.5	US Patent				
CC1(C)CCC(=CC1)c1nc(ccc1NC(=O)c1nc(c[nH]1)C#N)[C@H]1CC(C)(C)O[C@](C)(C1)C(O)=O	Colony Stimulating?Factor?1	2.5	US Patent				
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc3CCNCc3c2)ncc1F	Colony Stimulating?Factor?1	2.5	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(Nc2ncc(F)c(n2)-c2cc(F)c3OCCN(C(C)C)c3c2)ccc1N1CCNCC1	Colony Stimulating?Factor?1	2.5	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc3CC(CCc3c2)N(C)C)ncc1F	Colony Stimulating?Factor?1	2.5	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CC(C)N1CCOc2c(F)cc(cc12)-c1nc(Nc2ccc3CCC(Cc3c2)N(C)C)ncc1F	Colony Stimulating?Factor?1	2.5	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CNc1ccc(c2CNC(=O)c12)-c1cnc(Nc2ccc(cn2)C2CC2)cc1C	Colony Stimulating?Factor?1	2.5	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN(Cc1cccnc1)c1ncnc2[nH]c(cc12)-c1ccc(CO)cc1	Colony Stimulating?Factor?1	2.5	ChEMBL	"4LIQ,6T2W,4DKD"			
CNc1ccc(c2CNC(=O)c12)-c1cnc(Nc2cnc(OC3CC3)cn2)cc1C	Colony Stimulating?Factor?1	2.55	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CS(=O)(=O)CC(=O)N1CCC(CC1)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	2.6	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(C)CC(=O)N1CCC(CC1)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	2.6	ChEMBL	4EXP			
COCCN(C)C(C)(C)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1 |t:27|	Colony Stimulating?Factor?1	2.6	US Patent	4EXP			
CNS(=O)(=O)CCc1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1 |t:25|	Colony Stimulating?Factor?1	2.6	US Patent	4EXP			
CC1(C)CCC(=CC1)c1cc(CCN2CCOCC2)ccc1NC(=O)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	2.6	ChEMBL	4EXP			
CC1(C)CCC(=CC1)c1cc(CCS(=O)(=O)NN)ccc1NC(=O)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	2.6	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(NC(=O)c2ccc(C)c(c2)C#Cc2cc(cnc2N)-c2cnn(C)c2)cc(OC)c1	Colony Stimulating?Factor?1	2.6	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(OCc2ccnc(Nc3cnoc3)n2)cc2sc(N[C@H]3CCCC[C@@H]3O)nc12	Colony Stimulating?Factor?1	2.6	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COc1cc(NC(=O)c2ccc(C)c(c2)C#Cc2cc(cnc2N)-c2cnn(C)c2)cc(OC)c1	Colony Stimulating?Factor?1	2.6	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
COC(C)(C)C(=O)NC(=O)Nc1ccc(Oc2ccnc(c2)-c2cc(C)no2)c(C)n1	Colony Stimulating?Factor?1	2.6	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(CC1CCCO1)c1ncnc2[nH]c(nc12)-c1ccc(CO)cc1	Colony Stimulating?Factor?1	2.6	ChEMBL	"4LIQ,6T2W,4DKD"			
CNc1ccc(c2CNC(=O)c12)-c1cnc(Nc2cnc(nc2)C2CC2)cc1C	Colony Stimulating?Factor?1	2.61	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
O=C(Nc1ccc(cc1C1=CCCCC1)C1CCN(CC1)C(=O)c1cccnc1)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	2.7	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
"COC[C@@]12CC[C@@](COC)(C[C@H](C1)c1ccc(NC(=O)c3ncc([nH]3)C#N)c(c1)C1=CCC(C)(C)CC1)O2 |r,t:32|"	Colony Stimulating?Factor?1	2.7	US Patent	4EXP			
NC(=O)CCc1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1 |t:23|	Colony Stimulating?Factor?1	2.7	US Patent	4EXP			
NC(=O)CCc1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	2.7	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CCN(CC)CCC(=O)Nc1c(C)[nH]c(\C=C2/C(=O)Nc3cc(NC(=O)Nc4cc(on4)C(C)(C)C)ccc23)c1C	Colony Stimulating?Factor?1	2.7	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cn1cc(cn1)-c1cc(Oc2ccc(NC(=O)N3CCC4(CCCO4)C3=O)nc2)ccn1	Colony Stimulating?Factor?1	2.7	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
COc1cccc(CN(C)c2ncnc3[nH]c(nc23)-c2ccc(CO)cc2)c1	Colony Stimulating?Factor?1	2.7	ChEMBL	"4LIQ,6T2W,4DKD"			
CN(Cc1ccccc1)c1ncnc2[nH]c(nc12)-c1ccccc1	Colony Stimulating?Factor?1	2.7	ChEMBL	"4LIQ,6T2W,4DKD"			
CN(Cc1cccc(C)c1)c1ncnc2[nH]c(cc12)-c1ccc(F)cc1	Colony Stimulating?Factor?1	2.7	ChEMBL	"4LIQ,6T2W,4DKD"			
Cc1cccc(NC(=O)Nc2ccc(cc2)-c2csc3c(cnc(N)c23)-c2cn[nH]c2)c1	Colony Stimulating?Factor?1	2.74	US Patent	"4LIQ,6T2W,4DKD"			
CN(C)C(=O)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1	Colony Stimulating?Factor?1	2.8	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cc1nc(NC(=O)NC(=O)C2(C)CCOCC2)ccc1Oc1ccnc(c1)-c1cnn(C)c1	Colony Stimulating?Factor?1	2.8	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cn1cc(cn1)-c1cc(Oc2ccc(NC(=O)N3CCC4(CCC(F)(F)C4)C3=O)nc2)ccn1	Colony Stimulating?Factor?1	2.8	US Patent	"3LCO,4DKD,4LIQ,6IG8"			
CN(Cc1ccccc1)c1ncnc2[nH]c(cc12)-c1ccc(O)cc1	Colony Stimulating?Factor?1	2.8	ChEMBL	"4LIQ,6T2W,4DKD"			
CN(Cc1ccccc1)c1ncnc2[nH]c(cc12)-c1cccc(O)c1	Colony Stimulating?Factor?1	2.8	ChEMBL	"4LIQ,6T2W,4DKD"			
CN([C@H](CO)c1ccccc1)c1ncnc2[nH]c(cc12)-c1ccc(CO)cc1	Colony Stimulating?Factor?1	2.8	ChEMBL	"4LIQ,6T2W,4DKD"			
CC1(C)CCC(=CC1)c1nc(ccc1NC(=O)c1ncc([nH]1)C#N)C1CC(C)(C)OC(C)(C)C1 |c:5|	Colony Stimulating?Factor?1	2.9	US Patent	4EXP			
"C[C@@]12CC(C[C@@](C)(O1)[C@@H](O)[C@H]2O)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(n1)C1=CCCCC1 |r,t:32|"	Colony Stimulating?Factor?1	2.9	US Patent	4EXP			
CN1CCN(CC1)C(C)(C)c1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1 |t:29|	Colony Stimulating?Factor?1	2.9	US Patent	4EXP			
CN(C)S(=O)(=O)CCc1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1 |t:26|	Colony Stimulating?Factor?1	2.9	US Patent	4EXP			
CN(C)CCNC(=O)Cc1ccc(NC(=O)c2ncc([nH]2)C#N)c(c1)C1=CCC(C)(C)CC1 |t:27|	Colony Stimulating?Factor?1	2.9	US Patent	4EXP			
CC1(C)CCC(=CC1)c1cc(ccc1NC(=O)c1nc(c[nH]1)C#N)C1(O)CCSCC1	Colony Stimulating?Factor?1	2.9	US Patent	4EXP			
OC1(CCS(=O)(=O)CC1)c1ccc(NC(=O)c2nc(c[nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	2.9	US Patent	4EXP			
OC1(CCOCC1)c1ccc(NC(=O)c2nc(c[nH]2)C#N)c(c1)C1=CCCCC1	Colony Stimulating?Factor?1	2.9	US Patent	4EXP			
CC12CCC(C)(CC(O)(C1)c1ccc(NC(=O)c3nc(c[nH]3)C#N)c(c1)C1=CCC(C)(C)CC1)O2	Colony Stimulating?Factor?1	2.9	US Patent	4EXP			
COCCNC1(CCCCC1)c1ccc(NC(=O)c2nc(c[nH]2)C#N)c(c1)C1=CCC(C)(C)CC1	Colony Stimulating?Factor?1	2.9	US Patent	4EXP			
CC1(C)CCC(=CC1)c1cc(CCS(=O)(=O)NN)ccc1NC(=O)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	2.9	ChEMBL	4EXP			
O=C(Nc1ccc(cc1C1=CCCCC1)C1CNS(=O)(=O)NC1)c1ncc([nH]1)C#N	Colony Stimulating?Factor?1	2.9	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
Cn1cc(cn1)-c1cc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)nc2)ccn1	Colony Stimulating?Factor?1	2.9	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
CN(Cc1cccs1)c1ncnc2[nH]c(nc12)-c1ccc(CO)cc1	Colony Stimulating?Factor?1	2.9	ChEMBL	"4LIQ,6T2W,4DKD"			
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1	Colony Stimulating?Factor?1	3	Curated from the literature by BindingDB	"4LIQ,6T2W,4DKD"			
COc1cc(Cn2cnc3cc(cnc23)-c2cnn(c2)C2CCNCC2)ccc1OCc1ccc(C)nc1	Colony Stimulating?Factor?1	3	US Patent	"4LIQ,6T2W,4DKD"			
COc1ccc(COc2ccc(Cn3cnc4cc(cnc34)-n3cc(nn3)C3CCCNC3)cc2OC)cn1	Colony Stimulating?Factor?1	3	US Patent	"4LIQ,6T2W,4DKD"			
COc1ccc(COc2ccc(Cn3c(N)nc4cc(cnc34)-c3cnn(C)c3)cc2OC)cn1	Colony Stimulating?Factor?1	3	US Patent	"4LIQ,6T2W,4DKD"			
COc1cc(Cn2c(N)nc3cc(cnc23)-c2cnn(C)c2)ccc1OCc1ccc(nc1)C1CC1	Colony Stimulating?Factor?1	3	US Patent	"4LIQ,6T2W,4DKD"			
CC1(C)CCC(=CC1)c1cc(ccc1NC(=O)c1nc(c[nH]1)C#N)C1(CN2CCOCC2)CCOCC1	Colony Stimulating?Factor?1	3	US Patent	4EXP			
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)-c2cccc3[nH]nc(N)c23)c1	Colony Stimulating?Factor?1	3	ChEMBL	"3LCO,4DKD,4LIQ,6IG8"			
